data mean_power time forward_num energy silence_energy all_energy
1,128,28,28,1,256,28,28,128,256,1,1,1,1,0,0,1,1,1 3.35930405405 4.006 1490 0.0043241192512 0.00454527750336 0.008869396754559257
1,64,28,28,1,64,28,28,64,64,3,3,1,1,1,1,1,1,64 3.01769398907 4.002 3380 0.0014864427619 0.00200178145562 0.003488224217524896
1,128,28,28,1,128,28,28,128,128,3,3,1,1,1,1,1,1,128 2.43596946565 4.011 1356 0.0020852560246 0.00500360418142 0.007088860206020271
1,256,28,28,1,256,28,28,256,256,3,3,1,1,1,1,1,1,256 2.31939534884 4.017 875 0.00276287823873 0.00774918322286 0.010512061461584909
1,64,28,28,1,32,28,28,64,32,1,1,1,1,0,0,1,1,1 3.35422821577 3.995 4590 0.00142277683048 0.00147213574074 0.0028949125712213965
1,64,28,28,1,16,28,28,64,16,1,1,1,1,0,0,1,1,1 3.2328677686 4.012 4912 0.00123807510975 0.00138011329805 0.0026181884077938816
1,128,28,28,1,32,28,28,128,32,1,1,1,1,0,0,1,1,1 3.39087124464 4.012 4083 0.00165077588337 0.00163570311046 0.0032864789938243486
1,128,28,28,1,16,28,28,128,16,1,1,1,1,0,0,1,1,1 3.26026106195 3.993 3974 0.00153801795434 0.00170102402869 0.0032390419830313644
1,256,28,28,1,32,28,28,256,32,1,1,1,1,0,0,1,1,1 3.61774166667 3.997 3830 0.00199635422959 0.00172918777546 0.0037255420050484093
1,256,28,28,1,16,28,28,256,16,1,1,1,1,0,0,1,1,1 3.60045714286 4.005 4267 0.00176449774855 0.00158610014061 0.0033505978891601985
1,64,28,28,1,128,26,26,64,128,3,3,1,1,0,0,1,1,1 3.85371052632 4.012 1313 0.00647532194114 0.00511937922315 0.011594701164293548
1,64,28,28,1,128,13,13,64,128,3,3,2,2,0,0,1,1,1 3.56814492754 4.006 2863 0.00250212856711 0.00237414617534 0.004876274742448907
1,128,28,28,1,256,26,26,128,256,3,3,1,1,0,0,1,1,1 5.99516312057 4.022 672 0.0249060328775 0.0101226916964 0.0350287245739074
1,128,28,28,1,256,13,13,128,256,3,3,2,2,0,0,1,1,1 3.60907407407 3.996 1078 0.00689861426267 0.00626964244898 0.013168256711650207
1,64,14,14,1,128,14,14,64,128,1,1,1,1,0,0,1,1,1 3.28352320675 4.001 4342 0.00142168896365 0.00156590957393 0.002987598537575095
1,128,14,14,1,256,14,14,128,256,1,1,1,1,0,0,1,1,1 3.64098230088 3.994 3590 0.00207297416547 0.00189585945961 0.003968833625084178
1,64,14,14,1,64,14,14,64,64,3,3,1,1,1,1,1,1,64 3.03143265306 4.006 6283 0.00084341693405 0.00107746926627 0.0019208862003239596
1,128,14,14,1,128,14,14,128,128,3,3,1,1,1,1,1,1,128 3.04 4.028 4839 0.00113251725037 0.00138307985121 0.0025155971015773304
1,256,14,14,1,256,14,14,256,256,3,3,1,1,1,1,1,1,256 3.04292307692 4.001 3480 0.00145649026079 0.0019507059454 0.00340719620619697
1,64,14,14,1,32,14,14,64,32,1,1,1,1,0,0,1,1,1 3.26185887097 4.002 5703 0.00108416561112 0.00118920380852 0.0022733694196437173
1,64,14,14,1,16,14,14,64,16,1,1,1,1,0,0,1,1,1 3.27147773279 4.009 6072 0.00105554416309 0.00109433419466 0.0021498783577493692
1,128,14,14,1,32,14,14,128,32,1,1,1,1,0,0,1,1,1 3.14300806452 4.011 4437 0.00129317146489 0.00153109551724 0.0028242669821269117
1,128,14,14,1,16,14,14,128,16,1,1,1,1,0,0,1,1,1 3.26474493927 4.008 5242 0.00119453107715 0.00129074115223 0.0024852722293772977
1,256,14,14,1,32,14,14,256,32,1,1,1,1,0,0,1,1,1 3.38517004049 4.008 5262 0.00127138046283 0.00129016164196 0.0025615421047866793
1,256,14,14,1,16,14,14,256,16,1,1,1,1,0,0,1,1,1 3.29082008368 4.002 5072 0.00123082481101 0.00133758486199 0.002568409672999985
1,64,14,14,1,128,12,12,64,128,3,3,1,1,0,0,1,1,1 3.74735897436 3.996 3587 0.00219938427382 0.00191623072205 0.004115614995871342
1,64,14,14,1,128,6,6,64,128,3,3,2,2,0,0,1,1,1 3.38287755102 4.001 4331 0.00153460821481 0.00156420531517 0.0030988135299845577
1,128,14,14,1,256,12,12,128,256,3,3,1,1,0,0,1,1,1 4.9267715736 4.0 2277 0.00531193713207 0.00292258234519 0.008234519477261223
1,128,14,14,1,256,6,6,128,256,3,3,2,2,0,0,1,1,1 3.733645 3.995 2803 0.00278216929085 0.00240156082768 0.00518373011853752
1,64,7,7,1,128,7,7,64,128,1,1,1,1,0,0,1,1,1 3.24217004049 4.013 4753 0.00131939475403 0.00140274317904 0.002722137933075366
1,128,7,7,1,256,7,7,128,256,1,1,1,1,0,0,1,1,1 3.32883829787 3.997 4682 0.00136366203371 0.00144215550406 0.002805817537764004
0 0 0 0 0 0 0
1,128,7,7,1,128,7,7,128,128,3,3,1,1,1,1,1,1,128 3.29930677291 4.011 9682 0.000660802496757 0.000701875287131 0.0013626777838882495
1,256,7,7,1,256,7,7,256,256,3,3,1,1,1,1,1,1,256 3.073968 4.001 6431 0.000857363611705 0.00104618279894 0.0019035464106479522
1,64,7,7,1,32,7,7,64,32,1,1,1,1,0,0,1,1,1 3.42647791165 4.006 7630 0.000914029139976 0.000871045108781 0.001785074248757618
1,64,7,7,1,16,7,7,64,16,1,1,1,1,0,0,1,1,1 3.44207968127 4.012 7851 0.000886053121216 0.000863492166603 0.0017495452878186993
1,128,7,7,1,32,7,7,128,32,1,1,1,1,0,0,1,1,1 3.29653815261 4.003 6112 0.00104437121157 0.00109875538613 0.0021431265976962605
1,128,7,7,1,16,7,7,128,16,1,1,1,1,0,0,1,1,1 3.33017670683 3.999 6361 0.00101997655349 0.00106124067599 0.002081217229488118
1,256,7,7,1,32,7,7,256,32,1,1,1,1,0,0,1,1,1 3.1582375 4.019 4558 0.00129544524847 0.00146340801448 0.002758853262953195
1,256,7,7,1,16,7,7,256,16,1,1,1,1,0,0,1,1,1 3.1541877551 4.004 4725 0.00120822569807 0.00144410933333 0.0026523350313983896
1,64,7,7,1,128,5,5,64,128,3,3,1,1,0,0,1,1,1 3.5544875 4.009 4029 0.00182831173479 0.00168260585753 0.00351091759232677
1,64,7,7,1,128,6,6,64,128,3,3,2,2,0,0,1,1,1 3.32386746988 4.003 4717 0.00136581999685 0.00143453704261 0.0028003570394594833
1,128,7,7,1,256,12,12,128,256,3,3,1,1,0,0,1,1,1 4.02119211823 3.999 2584 0.003456452275 0.00261872595975 0.006075178234754334
1,128,7,7,1,256,6,6,128,256,3,3,2,2,0,0,1,1,1 3.36365829146 3.998 2684 0.00234065376213 0.00253299516393 0.004873648926060529
